me,about,false
is,ain t,false
ain t,is,false
something,the,false
i am,go,false
is,huh,false
are,feel,false
what,much,false
we re,are,false
they re,are,false
we,we re,false
we,we ve,false
we ve,we,false
we,we ll,false
we ll,we,false
they,they ll,false
they ll,they,false
they,they re,false
they re,they,false
what,who,false
who,what,false
why,who,false
who,why,false
we,i am,false
i am,we,false
i am,we ve,false
i am,we re,false
i am,we ll,false
we ve,i am,false
we re,i am,false
i am,we ll,false
i am,i ll,false
i ll,i am,false
is,i ve,false
is,i am,false
done,i am,false
is,follow,false
isn t,follow,false
what,asshole,false
i am,future,false
i ll,future,false
back,kill,false
gonna,gotta,false
gotta,gonna,false
you,hi,false
yet,want,false
with,come,false
our,you re,false
you re,all,false
are,you ll,false
i am,hmm,false
hmm,i am,false
what s,to,false
hi,live,false
i am,don t,false
hi,how,false
the,you re,false
come,not,false
were,stay,false
we re,stay,false
hi,gonna,false
hello,gonna,false
greetings,gonna,false
are,let s,false
the,are,false
are,all,false
what s,hmm,false
lose,of,false
i am,games,false
we,what s,false
you,we,false
ask,hi,false
of,old,false
two,do,false
are,call,false
your,why,false
you ll,greetings,false
do,when,false
do,why,false
do,where,false
rofl,are,false
you,i am,false
what,know,false
something,are,false
a,your,false
you,me,false
we,not,false
i am,need,false
my,not,false
much,hear,false
a,ask,false
to,blunt,false
i am,got,false
i am,kill,false
what,hi,false
are,time,false
me,hi,false
hi,think,false
hi,start,false
a,we,false
is,we,false
we,going,false
what,like,false
several,he,false
he,we,false
were,watch,false
i am,woke,false
woke,shooting,false
are,from,false
are,run,false
down,away,false
there,take,false
are,what s,false
what s,is,false
much,hi,false
nothing,get,false
are,know,false
gonna,ok,false
here,know,false
i am,do,false
do,times,false
i am,has,false
has,i am,false
yes,what,false
has,do,false
even,don t,false
are,when,false
without,you re,false
think,here,false
i ve,going,false
i ll,going,false
it ll,going,false
it,going,false
the,we,false
i am,fan,false
know,live,false
can not,are,false
can,are,false
my,or,false
the,my,false
the,to,false
the,too,false
that s,to,false
that s,too,false
two,motherfucker,false
much,you re,false
much,you ll,false
come,you re,false
i ve,on,false
i ll,on,false
are,you re,false
with,pointless,false
without,pointless,false
brb,want,false
someone,it,false
we,interesting,false
i ve,going,false
i ll,going,false
it,going,false
hail,hey,false
very,done,false
over,do,false
something,what,false
is,don t,false
go,that,false
hi,he,false
he,hi,false
will,world,false
are,that,false
something,hello,false
something,hi,false
something,greetings,false
me,it,false
you ll,y all,false
are,an,false
we,what s,false
what s,me,false
I,very,false
the,wanna,false
the,very,false
it,it s,false
it s,it,false
not,can,false
can not,can,false
can,can not,false
for,yet,false
yes,bat,false
you,of,false
you,their,false
the,know,false
old,anything,false
new,anything,false
how,part,false
something,how,false
the,that,false
the,this,false
to,are,false
i am,did,false
keep,can,false
breaking,hear,false
my,often,false
are,master,false
what,everything,false
what,every,false
what s,everything,false
what s,every,false
an,good,false
know,staying,false
go,I,false
I,with,false
are,why,false
gg,gets,false
room,hear,false
thank,are,false
are,thank,false
tell,i,false
to,don t,false
don t,to,false
don t,too,false
when,job,false
are,slipping,false
wanna,yo,false
yo,place,false
yo,what,false
can,away,false
the,go,false
I,motherfucker,false
they d,dead,false
going,done,false
what,going,false
even,everywhere,false
my,keep,false
me,keep,false
hit,greetings,false
some,me,false
the,yes,false
they,yes,false
why,yes,false
i am,please,false
do,little,false
it,not,false
not,box,false
where,take,false
wear,take,false
we re,take,false
take,around,false
this,nothing,false
to,done,false
hi,hey,false
i,you,false
i,me,false
me,you,false
are,yes,false
are,no,false
all,hi,false
all,hello,false
an,greetings,false
let s,that s,false
that s,let s,false
that s,take,false
the,are,false
crazy,it,false
it,leave,false
it s,leave,false
i am,huh,false
it,over,false
this,lolol,false
do,don t,false
are,go,false
i ll,it,false
i ll,is,false
hi,away,false
hello,away,false
greetings,away,false
of,fuck,false
you,of,false
what s,are,false
the,get,false
got,ignorance,false
hail,done,false
can,let,false
are,were,false
what s,be,false
that,what s,false
did,had,false
are,day,false
you?,ever,false
i am,are,false
know,quite,false
are,think,false
greetings.,our,false
are,yours,false
of,much,false
greetings.,wanted,false
are,behind,false
good?,gets,false
come,me,false
there,dead,false
are,over,false
that s,what,false
do,sure,false
good,can not,false
here.,going,false
are,greetings,false
hi,done,false
good,make,false
often?,stayed.,false
is,learning.,false
greetings.,lose,false
are,come,false
will,consequences,false
greetings.,with,false
greetings.,away,false
where,right,false
that,what,false
will,hey,false
there,feeling,false
that,better,false
are,part,false
here,think,false
the,should,false
the,could,false
the,would,false
that,infidels,false
are,you,false
you,conflict,false
want,here,false
are,have,false
job,of,false
are,woke,false
here,got,false
here,up,false
what s,just,false
here.,you,false
often?,over,false
are,again,false
will,dog,false
you,you,false
do,do,false
it,it,false
so,lol,false
lol,just,false
all,thinking.,false
help?,man.,false
are,you.,false
are,make.,false
my,those,false
those,people s,false
according,we,false
kind,come,false
overstayed,good,false
overstayed,bad,false
going,within,false
use,no,false
use,yes,false
do,look,false
to,like,false
too,like,false
you,gets,false
gets,little,false
little,am,false
little,i am,false
think,is,false
think,are,false
according,holding,false
according,hold,false
take,sign,false
hi,try,false
hello,try,false
greetings,try,false
try,moneys,false
try,money,false
i,ever,false
me,ever,false
what,done,false
what,doing,false
what s,did,false
we,to,false
i,to,false
us,to,false
they,to,false
that,to,false
those,to,false
these,to,false
to,according,false
not,to,false
to,all,false
course,blame,false
not,me,false
not,we,false
not,of,false
not,they,false
i am,come,false
me,come,false
not,no,false
not,yes,false
no,decide,false
course,way,false
up,bring,false
down,bring,false
left,bring,false
right,bring,false
my,trying,false
trying,who,false
trying,when,false
trying,what,false
trying,where,false
trying,why,false
do,kill,false
do,killed,false
do,killing,false
does,kill,false
doing,kill,false
doing,killed,false
come,the,false
come,a,false
come,an,false
come,it,false
know,hi,false
know,hello,false
know,greetings,false
hi,before,false
hello,before,false
greetings,before,false
not,ask,false
think,come,false
doing,killing,false
kill,feel,false
killed,feel,false
worst,to,false
to,had,false
hi,were,false
hello,were,false
greetings,were,false
where,gets,false
where,gots,false
where,get,false
where,got,false
when,gets,false
when,gots,false
when,get,false
when,got,false
why,gets,false
why,gots,false
why,get,false
why,got,false
who,gots,false
what,gots,false
what,get,false
what,got,false
yet,get,false
yet,got,false
yet,gots,false
yet,gets,false
what s,do,false
what,do,false
what s,doing,false
what,doing,false
what s,does,false
of,bitch-ass,false
bitch-ass,since,false
where,stay,false
fuck,do,false
fuck,doing,false
fuck,done,false
do,sun,false
doing,sun,false
done,sun,false
up,kill,false
down,kill,false
left,kill,false
right,kill,false
do,watch,false
done,watch,false
doing,watch,false
my,you,false
my,me,false
my,i,false
my,them,false
my,then,false
my,than,false
my,it,false
my,he,false
my,she,false
my,that,false
my,this,false
my,what,false
my,when,false
my,where,false
my,who,false
my,why,false
my,yes,false
my,no,false
mu,null,false
you,you,false
you,me,false
you,i,false
you,my,false
you,them,false
you,than,false
you,it,false
you,he,false
you,she,false
you,when,false
you,where,false
you,who,false
you,why,false
you,yes,false
you,no,false
you,null,false
doing,it,false
of,i,false
of,me,false
of,we,false
of,i ll,false
of,he,false
of,she,false
of,they,false
of,this,false
of,that,false
hi,note,false
hello,note,false
greetings,note,false
i am,asshole,false
am,asshole,false
hi,lose,false
hello,lose,false
greetings,lose,false
hi,win,false
hello,win,false
greetings,win,false
serious,i,false
serious,me,false
serious,us,false
serious,it,false
serious,in,false
serious,out,false
serious,what,false
serious,who,false
serious,what,false
out,just,false
 bout,lol,false
about,lolol,false
 bout,lolol,false
do,same,false
does,same,false
do,woke,false
does,woke,false
doing,woke,false
woke,conscious,false
conscious,interesting,false
my,recommend,false
me,recommend,false
you,games,false
games,resemblance,false
resemblance,the,false
resemblance,a,false
resemblance,an,false
of,time,false
than,time,false
belligerent,good,false
i,of,false
me,of,false
our,of,false
in,of,false
they,of,false
them,of,false
that,of,false
this,of,false
a,of,false
an,of,false
of,feel,false
of,feeling,false
of,done,false
of,do,false
of,doing,false
do,we ve,false
done,we ve,false
doing,we ve,false
do,we,false
doing,we,false
suit,why,false
suit,when,false
suit,why,false
suit,where,false
suit,who,false
what s,watch,false
where,watch,false
who,watch,false
anyone,come,false
got,you,false
get,we,false
got,we,false
you,discrimination,false
chivalrous,i,false
chivalrous,me,false
i,no,false
you,no,false
we,no,false
us,no,false
it,no,false
in,no,false
out,no,false
of,no,false
they,no,false
them,no,false
he,no,false
she,no,false
yo,no,false
i,yes,false
you,yes,false
we,yes,false
us,yes,false
it,yes,false
in,yes,false
out,yes,false
of,yes,false
they,yes,false
them,yes,false
he,yes,false
she,yes,false
yo,yes,false
kind,try,false
memory,to,false
memory,too,false
to,guys,false
too,guys,false
what s,motherfucker,false
not,something,false
much,y all,false
where,wanna,false
why,wanna,false
when,wanna,false
what,wanna,false
wanna,longer,false
wanna,shorter,false
discrimination,my,false
my,come,false
it s,be,false
all,memory,false
memory,fuck,false
memory,fucking,false
the,i am,false
the,am,false
i am,attributes,false
am,attributes,false
you,this,false
i,this,false
me,that,false
me,this,false
all,other,false
a,before,false
a,after,false
an,before,false
an,after,false
am,answers,false
i am,answers,false
this,have,false
is,don t,false
are,don t,false
is,do,false
are,do,false
is,doing,false
is,does,false
are,does,false
this,am,false
this,i am,false
that,am,false
that,i am,false
this,like,false
that,like,false
hi,sincere,false
hello,sincere,false
greetings,sincere,false
sincere,the,false
the,what,false
the,when,false
the,where,false
the,why,false
what,right,false
what,down,false
left,42false,false
right,42false,false
up,42false,false
down,42false,false
your,arrgh,false
doing,fuckers,false
doing,fucker,false
think,serious,false
your,is,false
your,are,false
of,spend,false
spend,wondering,false
spend,wonder,false
of,who,false
of,then,false
of,than,false
of,where,false
of,when,false
of,why,false
of,here,false
proud,closer,false
closer,forbids,false
we ve,sir,false
wise,done,false
very,understand,false
according,belligerent,false
belligerent,door,false
had,done,false
had,do,false
had,doing,false
get,come,false
thank,here,false
closer,all,false
to,i,false
to,we,false
to,they,false
you,consequences,false
they,consequences,false
it,consequences,false
are,how,false
fullest,time,false
your,will,false
your,not,false
fullest,your,false
not,fullest,false
doing,try,false
of,or,false
resemblance,do,false
resemblance,done,false
resemblance,does,false
resemblance,don t,false
it,shit s,false
resistance,all,false
without,is,false
without,as,false
good,do,false
bad,do,false
emotional,finish,false
according,unleash,false
be,kick,false
unleash,got,false
unleash,get,false
people s,do,false
people s,doing,false
how,that,false
friendly,you,false
friendly,me,false
friendly,we,false
friendly,us,false
friendly,they,false
friendly,that,false
friendly,this,false
friendly,it,false
friendly,them,false
friendly,ours,false
lives,hi,false
lives,hello,false
lives,greetings,false
is,good,false
don t,it s,false
can not,it s,false
won t,it s,false
what s,must,false
your,you,false
your,i,false
your,them,false
your,the,false
your,a,false
your,an,false
your,if,false
your,of,false
your,and,false
not,run,false
not,ran,false
doing,dogs,false
doing,dog,false
we,this,false
we re,sir,false
suit,thank,false
buy,know,false
come,something,false
according,found,false
found,go,false
doing,fucking,false
what s,woke,false
as,now,false
some,sir,false
introduce,day,false
introduce,night,false
the,some,false
proud,say,false
say,get,false
outside,up,false
outside,down,false
outside,left,false
outside,right,false
inside,up,false
inside,down,false
inside,left,false
inside,right,false
do,huh,false
doing,huh,false
does,huh,false
done,huh,false
good,he,false
good,she,false
good,it,false
good,i,false
good,them,false
good,then,false
good,than,false
good,they,false
bad,he,false
bad,she,false
bad,it,false
bad,i,false
bad,them,false
bad,then,false
bad,than,false
bad,they,false
gonna,everything,false
gonna,everyone,false
do,far,false
does,far,false
doing,far,false
done,far,false
me,all,false
i,all,false
resemblance,up,false
resemblance,down,false
resemblance,left,false
resemblance,right,false
me,take,false
duties,suit,false
it s,sir,false
tell,here,false
the,our,false
proud,the,false
more,hi,false
more,hello,false
we,which,false
i,which,false
us,which,false
your,which,false
it,which,false
in,which,false
out,which,false
they,which,false
this,which,false
that,which,false
i ll,which,false
could,which,false
would,which,false
should,which,false
dogs,the,false
i,red,false
i,green,false
i,blue,false
you,red,false
you,green,false
you,blue,false
me,red,false
me,green,false
me,blue,false
us,red,false
us,green,false
us,blue,false
we,red,false
we,green,false
we,blue,false
they,red,false
they,green,false
they,blue,false
them,red,false
them,green,false
them,blue,false
the,red,false
the,green,false
the,blue,false
find,bring,false
do,am,false
doing,am,false
does,am,false
don t,am,false
do,i am,false
doing,i am,false
does,i am,false
don t,i am,false
unleash,want,false
want,tell,false
without,down,false
without,up,false
memory,up,false
memory,down,false
memory,left,false
memory,right,false
up,culture,false
down,culture,false
left,culture,false
culture,insane,false
resemblance,often,false
sun,woke,false
moon,woke,false
do,here,false
doing,here,false
resemblance,note,false
us,level,false
doing,is,false
do,is,false
does,is,false
done,is,false
doing,are,false
do,are,false
know,often,false
doing,talk,false
done,talk,false
doing,talking,false
talking,i,false
talking,me,false
talking,we,false
talking,us,false
talking,they,false
talking,them,false
talking,then,false
talking,than,false
talking,a,false
talking,an,false
talking,our,false
talking,in,false
talking,out,false
talk,me,false
talk,us,false
talk,them,false
talk,then,false
talk,than,false
i,hypocrite,false
an,hypocrite,false
is,hypocrite,false
in,hypocrite,false
out,hypocrite,false
me,hypocrite,false
they,hypocrite,false
you,hypocrite,false
i ll,hypocrite,false
up,know,false
down,know,false
right,know,false
left,know,false
know,think,false
it,several,false
all,all,false
games,lives,false
you,time,false
i,time,false
it,time,false
of,time,false
us,time,false
them,time,false
who,time,false
all,what,false
i,alive,false
me,alive,false
us,alive,false
we,alive,false
you,alive,false
that,alive,false
this,alive,false
for,alive,false
the,alive,false
a,alive,false
an,alive,false
them,alive,false
decide,me,false
resemblance,you re,false
your,so,false
start,don t,false
start,won t,false
start,can not,false
i,ok,false
they,ok,false
than,ok,false
that,ok,false
this,ok,false
i,okay,false
me,okay,false
you,okay,false
we,okay,false
us,okay,false
they,okay,false
them,okay,false
than,okay,false
that,okay,false
this,okay,false
consider,like,false
time,fuck,false
unleash,you,false
unleash,i,false
do,back,false
do,forward,false
back,hi,false
back,hello,false
back,greetings,false
forward,hi,false
forward,hello,false
forward,greetings,false
fuck,perceive,false
perceive,wanna,false
that,that,false
will,of,false
want,don t,false
want,can not,false
want,won t,false
unleash,skull,false
don t,why,false
don t,who,false
don t,what,false
can not,where,false
can not,when,false
can not,who,false
won t,where,false
won t,when,false
won t,who,false
company,war,false
buy,lose,false
buy,win,false
not,don t,false
not,can not,false
not,won t,false
me,not,false
i,not,false
you,not,false
we,not,false
us,not,false
they,not,false
them,not,false
that,not,false
this,not,false
a,not,false
an,not,false
the,not,false
what,not,false
who,not,false
incrementally,much,false
much,who,false
much,when,false
much,why,false
much,where,false
much,who,false
much,what,false
all,them,false
all,them,false
all,then,false
all,than,false
you ll,hello,false
you ll,hi,false
you ll,greetings,false
you re,hello,false
you re,hi,false
you re,greetings,false
very,i,false
very,me,false
very,us,false
very,we,false
very,the,false
very,it,false
very,then,false
very,than,false
very,that,false
very,this,false
very,in,false
very,out,false
i,a,false
i,an,false
me,a,false
me,an,false
us,a,false
us,an,false
we,a,false
we,an,false
they,an,false
they,a,false
them,a,false
them,an,false
those,an,false
those,a,false
out,a,false
out,an,false
a,decide,false
of,up,false
of,down,false
up,why,false
down,why,false
left,why,false
right,why,false
down,when,false
right,when,false
up,who,false
down,who,false
left,who,false
right,who,false
left,where,false
up,were,false
down,were,false
what,down,false
what,left,false
what,right,false
why,without,false
who,without,false
what,without,false
what,wihtout,false
with,without,false
videos,no,false
videos,yes,false
no,a,false
no,an,false
a,heres,false
an,here,false
way,understand,false
fuck,not,false
wildly,hey,false
all,let s,false
let s,we,false
we,resemblance,false
us,resemblance,false
i,resemblance,false
me,resemblance,false
my,resemblance,false
it,resemblance,false
they,resemblance,false
then,resemblance,false
than,resemblance,false
when,resemblance,false
who,resemblance,false
why,resemblance,false
where,resemblance,false
very,just,false
just,they ll,false
they ll,led,false
ass,everything,false
unleash,gonna,false
gonna,gg,false
gg,out,false
of,go,false
go,hello,false
go,hi,false
go,greetings,false
not,thing,false
i,crazy,false
me,crazy,false
us,crazy,false
we,crazy,false
you,crazy,false
i ll,crazy,false
in,crazy,false
out,crazy,false
fuck,got,false
fuck,get,false
fuck,gots,false
fuck,gets,false
want,got,false
want,get,false
team,is,false
team,are,false
teams,is,false
job,dog,false
hello,have,false
hi,have,false
greetings,have,false
do,out,false
do,in,false
does,out,false
does,in,false
don t,in,false
don t,out,false
of,against,false
in,against,false
out,against,false
will,to,false
to,try,false
for,hear,false
it,try,false
try,hello,false
try,hi,false
try,greetings,false
where,them,false
the,them,false
they,them,false
them,them,false
their,them,false
us,them,false
we,them,false
i,them,false
you,them,false
me,them,false
unleash,run,false
want,do,false
want,does,false
want,doing,false
want,don t,false
can not,does,false
can not,doing,false
can not,don t,false
don t,does,false
don t,doing,false
don t,don t,false
won t,does,false
won t,doing,false
very,but,false
very,a,false
very,an,false
very,the,false
very,and,false
very,that,false
very,this,false
very,those,false
very,us,false
very,we,false
very,you,false
very,i,false
very,me,false
very,what,false
very,when,false
very,where,false
very,who,false
very,why,false
comrades,as,false
as,consider,false
consider,cool,false
right,you,false
left,you,false
up,you,false
down,you,false
right,me,false
left,me,false
up,me,false
down,me,false
right,us,false
left,us,false
up,us,false
down,us,false
right,we,false
left,we,false
up,we,false
down,we,false
right,i,false
left,i,false
up,i,false
down,i,false
right,them,false
up,them,false
down,them,false
right,they,false
left,they,false
up,they,false
down,they,false
shit,me,false
don t,hello,false
don t,hi,false
don t,greetings,false
do,friendly,false
does,friendly,false
doing,friendly,false
seams,fuck,false
how,wanna,false
wanna,hey,false
the,sir,false
make,play,false
dancing,same,false
of,is,false
very,time,false
got,sir,false
get,sir,false
get s,come,false
kind,go,false
kind,going,false
going,feel,false
unleash,sun,false
sun,face,false
we,it,false
me,it,false
you,it,false
us,it,false
we,it,false
they,it,false
the,it,false
for,of,false
of,yo,false
think,thing,false
thing,be,false
be,you,false
be,me,false
be,i,false
be,us,false
be,we,false
be,they,false
be,then,false
be,that,false
be,this,false
i,here,false
me,here,false
you,here,false
hear,take,false
you,way,false
me,way,false
i,way,false
they,way,false
them,way,false
then,way,false
it,way,false
we,way,false
us,way,false
way,get,false
way,got,false
get,for,false
got,for,false
for,pointless,false
an,pointless,false
for,point,false
a,point,false
an,point,false
of,want,false
want,night,false
want,nights,false
want,day,false
want,days,false
nights,level,false
days,level,false
that,know,false
this,know,false
memory,lean,false
you,emotional,false
me,emotional,false
i,emotional,false
they,emotional,false
like,man,false
you,make,false
me,make,false
us,make,false
our,make,false
make,stop,false
make,start,false
you,several,false
me,several,false
i,several,false
out,several,false
you,much,false
me,much,false
we,much,false
us,much,false
it,much,false
they,much,false
is,much,false
of,much,false
off,much,false
go,much,false
going,much,false
much,there,false
much,their,false
where,working,false
why,working,false
is,lose,false
are,lose,false
is,win,false
are,win,false
done,done,false
this,mistaken,false
bad,what,false
buy,to,false
too,buy,false
here,done,false
of,serious,false
myself,lose,false
myself,win,false
very,with,false
of,is,false
of,are,false
for,we ve,false
a,i,false
i,a,false
an,i,false
i,an,false
you,for,false
me,for,false
us,for,false
it,for,false
with,for,false
i,for,false
it,for,false
in,for,false
out,for,false
when,for,false
whose,for,false
the,viewed,false
as,do,false
as,does,false
as,doing,false
am,do,false
am,does,false
i am,do,false
i am,does,false
what,yes,false
what,no,false
when,yes,false
who,yes,false
who,no,false
where,yes,false
where,no,false
killed,else,false
does,red,false
doing,red,false
doing,green,false
doing,blue,false
my,for,false
for,is,false
for,are,false
serious,seams,false
serious,seam,false
as,up,false
as,down,false
as,left,false
as,right,false
very,hi,false
very,hello,false
very,greetings,false
who,wondering,false
really,how,false
very,do,false
very,does,false
very,doing,false
day,greetings,false
night,greetings,false
they,sir,false
we,they,false
me,they,false
i,they,false
us,they,false
it,they,false
am,they,false
i am,they,false
them,they,false
played,you ve,false
this,it,false
conflict,effect,false
here,than,false
with,so,false
way,so,false
so,with,false
so,way,false
any,i,false
any,me,false
any,us,false
any,we,false
any,they,false
any,this,false
any,you,false
any,it,false
any,what,false
any,when,false
any,why,false
any,who,false
be,all,false
come,do,false
come,doing,false
come,does,false
do,now,false
does,now,false
doing,now,false
videos,true,false
videos,false,false
video,true,false
video,false,false
unleash,could,false
nights,shooting,false
i,one,false
i,two,false
i,three,false
i,four,false
i,five,false
i,six,false
i,seven,false
i,eight,false
i,nine,false
i,zero,false
begin,they,false
they,working,false
i,man,false
i,you,false
i,girl,false
i,sup,false
i,me,false
i,we,false
i,us,false
i,it,false
i,of,false
i,they,false
i,them,false
me,man,false
me,you,false
me,girl,false
me,sup,false
me,we,false
me,us,false
me,it,false
me,of,false
me,they,false
me,them,false
you,sup,false
you,we,false
you,us,false
you,it,false
you,of,false
you,they,false
you,them,false
we,man,false
we,you,false
we,girl,false
we,sup,false
we,us,false
we,it,false
we,of,false
we,them,false
we,they,false
us,man,false
us,you,false
us,girl,false
us,sup,false
us,we,false
us,it,false
us,of,false
us,they,false
us,them,false
they,man,false
they,you,false
they,girl,false
they,sup,false
they,we,false
they,us,false
they,it,false
they,of,false
they,them,false
them,man,false
them,you,false
them,girl,false
them,sup,false
them,we,false
them,us,false
them,it,false
them,of,false
them,they,false
going,regret,false
it s,decide,false
of,from,false
from,of,false
come,viewed,false
course,do,false
course,does,false
course,doing,false
tell,feel,false
feel,tell,false
a,sir,false
an,sir,false
take,i,false
me,long,false
i,short,false
me,short,false
of,cool,false
of,cold,false
of,warm,false
of,hot,false
all,don t,false
all,won t,false
all,can not,false
no,like,false
you,attributes,false
get,slipping,false
slipping,day,false
slipping,night,false
leave,get,false
leave,got,false
get,see,false
got,see,false
importance,saying,false
very,here,false
invincible,i,false
invincible,me,false
invincible,you,false
invincible,it,false
invincible,they,false
invincible,them,false
invincible,that,false
invincible,this,false
will,when,false
will,where,false
will,we re,false
will,who,false
will,is,false
will,are,false
when,who,false
when,where,false
when,why,false
when,what,false
when,when,false
in,don t,false
in,won t,false
in,can not,false
out,don t,false
out,won t,false
out,can not,false
this,closer,false
he s,hypocrite,false
she s,hypocrite,false
it s,hypocrite,false
that,importance,false
this,importance,false
importance,fortunate,false
you,hi,false
you,hello,false
you,greetings,false
videos,does,false
video,do,false
videos,doing,false
video,doing,false
<3,i d,false
yes,a,false
no,a,false
of,consequences,false
think,make,false
you,world,false
me,world,false
i,world,false
they,world,false
them,world,false
it,world,false
of,world,false
he,world,false
she,world,false
him,world,false
her,world,false
spend,get,false
spend,got,false
get,is,false
get,are,false
is,we,false
are,us,false
we,is,false
us,is,false
you,about,false
i,about,false
we,about,false
us,about,false
they,about,false
them,about,false
the,about,false
about,talking,false
talking,how,false
you,day,false
you,night,false
of,wait,false
known,we,false
known,us,false
being,come,false
come,good,false
yes,do,false
no,do,false
yes,done,false
no,done,false
you,at,false
me,at,false
i,at,false
us,at,false
we,at,false
it,at,false
what,at,false
when,at,false
why,at,false
they,at,false
them,at,false
you,am,false
me,am,false
we,am,false
us,am,false
it,am,false
am,gg,false
grow,trying,false
your,that,false
your,this,false
your,it,false
your,this,false
your,you,false
your,me,false
your,us,false
your,we,false
fuck,we,false
fuck,i,false
let s,what s,false
let s,what,false
let s,when,false
let s,why,false
let s,who,false
let s,whose,false
let s,where,false
use,wasting,false
very,note,false
very,let,false
very,let s,false
very,find,false
very,before,false
very,after,false
let s,the,false
suit,working,false
working,yes,false
working,no,false
do,being,false
doing,being,false
no,possible,false
yes,possible,false
was,worst,false
i am,think,false
am,think,false
memory,hi,false
memory,hello,false
memory,greetings,false
you,a,false
me,a,false
we,a,false
us,a,false
the,a,false
them,a,false
than,a,false
they,a,false
an,a,false
our,a,false
of,a,false
that s,job,false
down,promises,false
up,promises,false
our,i am,false
our,am,false
do,be,false
does,be,false
doing,be,false
dog,it,false
dogs,it,false
cat,it,false
cats,it,false
the,want,false
was,you,false
being,regrets,false
being,regret,false
light,aspire,false
dark,aspire,false
aspire,y all,false
got,incrementally,false
get,incrementally,false
incrementally,do,false
incrementally,don t,false
incrementally,can not,false
incrementally,won t,false
incrementally,doing,false
incrementally,done,false
keep,is,false
mine,true,false
mine,false,false
don t,much,false
can not,much,false
won t,much,false
you,wait,false
me,wait,false
i,wait,false
i am,wait,false
it,wait,false
is,wait,false
in,wait,false
out,wait,false
who,which,false
erratic,get,false
erratic,got,false
armor,well,false
so,stayed,false
<3,like,false
like,up,false
one,it s,false
two,it s,false
three,it s,false
four,it s,false
five,it s,false
six,it s,false
seven,it s,false
eight,it s,false
nine,it s,false
a,the,false
the,really,false
i,homie,false
you,homie,false
we,homie,false
me,homie,false
isn t,will,false
is,will,false
zero,homie,false
had,hi,false
had,hello,false
had,greetings,false
hi,perceive,false
hello,perceive,false
greetings,perceive,false
not,use,false
my,play,false
he,i am,false
she,i am,false
he,am,false
she,am,false
potentially,politics,false
one,i am,false
two,i am,false
three,i am,false
four,i am,false
five,i am,false
six,i am,false
seven,i am,false
eight,i am,false
nine,i am,false
zero,i am,false
i am,fight,false
am,fight,false
buy,holding,false
on,sir,false
what s,think,false
me,go,false
us,go,false
do,slipping,false
i am,source,false
an,source,false
overstayed,ready,false
several,one,false
one,several,false
one,let s,false
let s,things,false
be,spend,false
think,why,false
how,go,false
all,kill,false
unleash,mistaken,false
some,see,false
here,oh,false
for,for,false
the,don t,false
for,thing,false
thing,there,false
there,go,false
that,up,false
that,down,false
that,left,false
that,right,false
this,up,false
this,down,false
this,left,false
this,right,false
up,have,false
down,have,false
have,3,false
for,thing,false
thing,there,false
come,without,false
you,deceiving,false
something,as,false
as,feel,false
your,go,false
do,up,false
do,down,false
incrementally,here,false
afraid,wanted,false
my,each,false
of,know,false
challenge,not,false
think,same,false
us,be,false
it,be,false
is,be,false
in,be,false
out,be,false
be,hello,false
be,hi,false
be,greetings,false
hi,weed,false
greetings,weed,false
sir,up,false
sir,down,false
is,at,false
are,at,false
very,one,false
